system:index,area,band,class,class_name,.geo
30_0_22,50.399607102173036,classification_2015,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_23,167.6263216159032,classification_2015,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_0,0.0599614541015625,classification_2016,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_1,25585.544764046546,classification_2016,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_2,721.5053293656509,classification_2016,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_3,4.75748163299558,classification_2016,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_4,2266.3954743252098,classification_2016,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_5,154.04741401116382,classification_2016,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_6,250.45649121192181,classification_2016,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_7,1.7962900261230503,classification_2016,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_8,38771.521865447045,classification_2016,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_9,0.24671868365478522,classification_2016,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_10,14528.874074670117,classification_2016,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_11,28.809789254484368,classification_2016,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_12,507.6409711038203,classification_2016,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_13,74.81655695709227,classification_2016,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_14,1089.7643735168424,classification_2016,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_15,168.4393456150482,classification_2016,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_16,0.7482248170776368,classification_2016,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_17,616.3493870537055,classification_2016,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_18,0.005088605834960938,classification_2016,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_19,41.932049217590475,classification_2016,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_20,1772.2186270277723,classification_2016,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_21,6.84023381243897,classification_2016,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_22,49.36505630084244,classification_2016,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_23,173.54383960308817,classification_2016,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_0,0.042246325622558596,classification_2017,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_1,25866.129438815613,classification_2017,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_2,753.5360612814202,classification_2017,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_3,4.462879030883766,classification_2017,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_4,2249.8088806657306,classification_2017,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_5,153.6560995150083,classification_2017,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_6,251.94580774475924,classification_2017,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_7,2.3675905358276403,classification_2017,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_8,37818.998929041685,classification_2017,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_9,0.14617256054687508,classification_2017,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_10,15134.385361667579,classification_2017,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_11,26.4988085337703,classification_2017,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_12,514.5340049334708,classification_2017,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_13,76.55401427344832,classification_2017,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_14,1098.8097931763266,classification_2017,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_15,170.9277506713836,classification_2017,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_16,0.7871633516845703,classification_2017,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_17,615.4785938631534,classification_2017,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_18,0.008482094299316406,classification_2017,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_19,50.167966268249536,classification_2017,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_20,1795.0767444937844,classification_2017,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_21,6.8210175078125,classification_2017,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_22,48.9946890500492,classification_2017,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_23,175.5409123596164,classification_2017,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_0,0.059126626953125004,classification_2018,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_1,25979.50584771936,classification_2018,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_2,768.418936618575,classification_2018,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_3,4.444257982910133,classification_2018,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_4,2305.060345354985,classification_2018,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_5,169.12077218999548,classification_2018,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_6,256.59047750775846,classification_2018,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_7,2.9927891494751013,classification_2018,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_8,36984.95073839744,classification_2018,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_9,0.1858854830322266,classification_2018,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_10,15697.254732919253,classification_2018,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_11,26.43792770503494,classification_2018,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_12,522.0446675535878,classification_2018,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_13,76.1691793008531,classification_2018,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_14,1103.10274075231,classification_2018,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_15,175.08303511321844,classification_2018,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_16,0.7541570186767584,classification_2018,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_17,643.7088279305962,classification_2018,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_18,0.02546856646728516,classification_2018,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_19,56.95790104577653,classification_2018,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_20,1811.2476373111106,classification_2018,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_21,6.735007922607424,classification_2018,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_22,49.99580513079853,classification_2018,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_23,174.83314246081352,classification_2018,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_0,0.05744500469970703,classification_2019,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_1,25900.032252612407,classification_2019,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_2,760.2290437460218,classification_2019,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_3,4.53650853356931,classification_2019,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_4,2376.3702117383473,classification_2019,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_5,182.92607525127775,classification_2019,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_6,256.5355847731398,classification_2019,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_7,3.57045433282472,classification_2019,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_8,36278.216006590264,classification_2019,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_9,0.4671718400268562,classification_2019,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_10,16337.441502227071,classification_2019,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_11,23.64955641420253,classification_2019,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_12,529.6227062202757,classification_2019,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_13,77.06720425635845,classification_2019,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_14,1097.8029898560708,classification_2019,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_15,181.33045717474332,classification_2019,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_16,0.7456937984008791,classification_2019,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_17,646.1735989158257,classification_2019,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_18,0.028869506713867187,classification_2019,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_19,57.60386465576171,classification_2019,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_20,1864.505605000885,classification_2019,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_21,6.735103591247561,classification_2019,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_22,51.293682986755755,classification_2019,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_23,178.73781873492155,classification_2019,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_0,0.052381277709960934,classification_2020,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_1,26291.545450764326,classification_2020,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_2,749.2968819871742,classification_2020,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_3,4.530585019348122,classification_2020,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_4,2416.149954859266,classification_2020,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_5,214.74614694750392,classification_2020,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_6,259.0809667078928,classification_2020,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_7,4.112398990051289,classification_2020,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_8,35939.37247015637,classification_2020,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_9,0.46717184002685613,classification_2020,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_10,16080.599443375784,classification_2020,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_11,23.53030034346278,classification_2020,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_12,530.3690600477294,classification_2020,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_13,80.21385977558452,classification_2020,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_14,1107.41206246563,classification_2020,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_15,185.4914502373658,classification_2020,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_16,0.7473871744995119,classification_2020,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_17,679.5383165563303,classification_2020,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_18,0.028869506713867187,classification_2020,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_19,58.318292519042885,classification_2020,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_20,1942.9833285043005,classification_2020,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_21,6.73244572772217,classification_2020,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_22,52.5962951081548,classification_2020,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_23,187.76388787102707,classification_2020,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_0,0.045612843688964844,classification_2021,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_1,26346.934865369465,classification_2021,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_2,746.194701832265,classification_2021,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_3,5.582804210266075,classification_2021,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_4,2427.862499430615,classification_2021,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_5,327.26984226887697,classification_2021,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_6,273.1340558479064,classification_2021,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_7,5.923585370849617,classification_2021,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_8,36410.008342503745,classification_2021,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_9,0.47393102124023495,classification_2021,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_10,15297.910975966759,classification_2021,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_11,23.502384159869028,classification_2021,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_12,554.2580211867054,classification_2021,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_13,105.71448816675883,classification_2021,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_14,1121.8135908041922,classification_2021,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_15,185.32970861456317,classification_2021,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_16,0.7389229954833986,classification_2021,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_17,656.9172195205615,classification_2021,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_18,0.11536269049072265,classification_2021,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_19,120.26078234539791,classification_2021,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_20,1941.3428118822883,classification_2021,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_21,6.739816995666507,classification_2021,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_22,58.48733492340094,classification_2021,49,Wooded Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_23,199.11774681127838,classification_2021,50,Herbaceous Sandbank Vegetation,"{""type"":""MultiPoint"",""coordinates"":[]}"
